9/2/2024, 'Hamburger SV v Hannover'],Exit position at minute 23.0 at level odds 6.6 - profit =,0.7201,1.847166667,0.847166667,minute =,6,,,,
10/2/2024, 'Luton v Sheff Utd'],Exit position at minute 15.0 at level odds 1.85 - profit =,0.0141,1.823833333,0.823833333,minute =,6,,,,
10/2/2024, 'Middlesbrough v Bristol City'],Exit position at minute 15.0 at level odds 1.98 - profit =,0.0431,1.894666667,0.894666667,minute =,6,,,,
10/2/2024, 'Derby v Shrewsbury'],Exit position at minute 15.0 at level odds 1.61 - profit =,0.0439,1.539333333,0.539333333,minute =,8,,,,
10/2/2024, 'Eintracht Frankfurt v Bochum'],Exit position at minute 17.0 on away goal at odds 2.06 - profit =,0.0758,1.903833333,0.903833333,minute =,6,,,,
10/2/2024, 'Bristol Rovers v Burton Albion'],Exit position at minute 29.0 at level odds 2.04 - profit =,0.1538,1.726333333,0.726333333,minute =,6,,,,
10/2/2024, 'Hull v Swansea'],Exit position at minute 23.0 at level odds 3.35 - profit =,0.4537,1.83,0.83,minute =,6,,,,
10/2/2024, 'Werder Bremen v FC Heidenheim'],Exit position at minute 18.0 on away goal at odds 8.0 - profit =,0.7579,1.937166667,0.937166667,minute =,6,,,,
10/2/2024, 'Derby v Shrewsbury'],Exit position at minute 15.0 at level odds 1.61 - profit =,0.0661,1.5035,0.5035,minute =,6,,,,
10/2/2024, 'Man City v Everton'],Exit position at minute 15.0 at level odds 1.33 - profit =,0.0366,1.281333333,0.281333333,minute =,8,,,,
10/2/2024, 'Southampton v Huddersfield'],Exit position at minute 15.0 at level odds 1.37 - profit =,0.0557,1.293666667,0.293666667,minute =,6,,,,
13/2/2024, 'Portsmouth v Cambridge Utd'],Exit position at minute 15.0 at level odds 1.51 - profit =,-0.0055,1.518333333,0.518333333,minute =,8,,,,
13/2/2024, 'Bolton v Wycombe'],Exit position at minute 18.0 at level odds 1.94 - profit =,-0.0046,1.948833333,0.948833333,minute =,10,,,,
13/2/2024, 'Portsmouth v Cambridge Utd'],Exit position at minute 15.0 at level odds 1.51 - profit =,0.0017,1.5075,0.5075,minute =,6,,,,
17/2/2024, 'Bolton v Charlton'],Exit position at minute 21.0 at level odds 1.36 - profit =,-0.4265,1.94,0.94,minute =,8,,,,
17/2/2024, 'Lille v Le Havre'],Exit position at minute 17.0 on home goal at odds 1.23 - profit =,-0.334,1.640833333,0.640833333,minute =,6,,,,
17/2/2024, 'Cheltenham v Port Vale'],Exit position at minute 15.0 at level odds 2.0 - profit =,-0.0008,2.0015,1.0015,minute =,6,,,,
17/2/2024, 'Hearts v Motherwell'],Exit position at minute 15.0 at level odds 1.8 - profit =,0.0069,1.787666667,0.787666667,minute =,8,,,,
17/2/2024, 'Tottenham v Wolves'],Exit position at minute 17.0 at level odds 1.65 - profit =,0.0282,1.6035,0.6035,minute =,10,,,,
17/2/2024, 'Schalke 04 v Wehen Wiesbaden'],Exit position at minute 31.0 at level odds 2.16 - profit =,0.1387,1.8605,0.8605,minute =,6,,,,
17/2/2024, 'Portsmouth v Reading'],Exit position at minute 31.0 at level odds 2.0 - profit =,0.1607,1.678666667,0.678666667,minute =,10,,,,
17/2/2024, 'Celtic v Kilmarnock'],Exit position at minute 15.0 at level odds 1.31 - profit =,0.013,1.293,0.293,minute =,6,,,,
17/2/2024, 'Man City v Chelsea'],Exit position at minute 15.0 at level odds 1.33 - profit =,-0.0257,1.364166667,0.364166667,minute =,8,,,,
18/2/2024, 'St Pauli v Braunschweig'],Exit position at minute 15.0 at level odds 1.45 - profit =,0.0166,1.426,0.426,minute =,8,,,,
21/2/2024, 'Liverpool v Luton'],Exit position at minute 23.0 at level odds 1.79 - profit =,0.2022,1.428,0.428,minute =,12,,,,
24/2/2024, 'Los Angeles FC v Seattle Sounders'],Exit position at minute 23.0 at level odds 1.87 - profit =,0.0258,1.821666667,0.821666667,minute =,12,,,,
24/2/2024, 'Man Utd v Fulham'],Exit position at minute 36.0 at level odds 2.2 - profit =,0.1635,1.840333333,0.840333333,minute =,12,,,,
