"['020224', 'Karlsruhe v Wehen Wiesbaden']",Home lay placed at ,1.8366666666666667,Away back placed at ,4.472166666666667,minute ,6.0
"['100224', 'Derby v Shrewsbury']",Home lay placed at ,1.5393333333333334,Away back placed at ,7.390000000000001,minute ,8.0
"['100224', 'Derby v Shrewsbury']",Exit position at minute 15.0 at level odds 1.61 - profit =,0.0439,1.5393333333333334,awayProfit,0.0066,minute =,8
"['100224', 'Eintracht Frankfurt v Bochum']",Home lay placed at ,1.9038333333333333,Away back placed at ,4.678333333333334,minute ,6.0
"['100224', 'Eintracht Frankfurt v Bochum']",Exit position at minute 17.0 on away goal at odds 2.06 - profit =,0.0758,1.9038333333333333,awayProfit,0.015825,minute =,6
Odds spread: ,"['100224', 'Eintracht Frankfurt v Bochum']",4.4,4.6
"['100224', 'Hull v Swansea']",Home lay placed at ,1.83,Away back placed at ,4.751666666666667,minute ,6.0
"['100224', 'Hull v Swansea']",Exit position at minute 14.0 on away goal at odds 3.35 - profit =,0.4537,1.83,awayProfit,0.266475,minute =,6
Odds spread: ,"['100224', 'Hull v Swansea']",2.3,2.32
"['100224', 'Luton v Sheff Utd']",Home lay placed at ,1.8238333333333334,Away back placed at ,4.890000000000001,minute ,6.0
"['100224', 'Luton v Sheff Utd']",Exit position at minute 15.0 at level odds 1.85 - profit =,0.0141,1.8238333333333334,awayProfit,-0.0005,minute =,6
"['100224', 'Middlesbrough v Bristol City']",Home lay placed at ,1.8946666666666665,Away back placed at ,4.756666666666667,minute ,6.0
"['100224', 'Middlesbrough v Bristol City']",Exit position at minute 15.0 at level odds 1.98 - profit =,0.0431,1.8946666666666665,awayProfit,0.008525,minute =,6
"['100224', 'Werder Bremen v FC Heidenheim']",Home lay placed at ,1.9371666666666667,Away back placed at ,4.495,minute ,6.0
"['100224', 'Werder Bremen v FC Heidenheim']",Exit position at minute 15.0 on away goal at odds 3.7 - profit =,0.4764,1.9371666666666667,awayProfit,0.275125,minute =,6
Odds spread: ,"['100224', 'Werder Bremen v FC Heidenheim']",2.14,2.16
"['111123', 'Hertha Berlin v Karlsruhe']",Home lay placed at ,1.9863333333333333,Away back placed at ,3.8880000000000003,minute ,8.0
"['111123', 'Hertha Berlin v Karlsruhe']",Exit position at minute 13.0 on away goal at odds 3.25 - profit =,0.3888,1.9863333333333333,awayProfit,0.191825,minute =,8
Odds spread: ,"['111123', 'Hertha Berlin v Karlsruhe']",2.2,2.24
"['121123', 'Lille v Toulouse']",Home lay placed at ,1.7316666666666667,Away back placed at ,5.930000000000001,minute ,12.0
"['121123', 'Lille v Toulouse']",Exit position at minute 17.0 at level odds 1.75 - profit =,0.0105,1.7316666666666667,awayProfit,-0.002925,minute =,12
"['121123', 'Malmo FF v Elfsborg']",Home lay placed at ,1.8176666666666668,Away back placed at ,4.783333333333333,minute ,10.0
"['121123', 'Malmo FF v Elfsborg']",Exit position at minute 15.0 at level odds 1.84 - profit =,0.0121,1.8176666666666668,awayProfit,-0.010825,minute =,10
"['121123', 'OB v Hvidovre']",Home lay placed at ,1.6925,Away back placed at ,5.320833333333334,minute ,12.0
"['121123', 'OB v Hvidovre']",Exit position at minute 24.0 at level odds 1.73 - profit =,0.0217,1.6925,awayProfit,-0.012475,minute =,12
"['121123', 'Sirius v Norrkoping']",Home lay placed at ,1.7658333333333334,Away back placed at ,4.548333333333334,minute ,16.0
"['121123', 'Sirius v Norrkoping']",Exit position at minute 20.0 at level odds 1.78 - profit =,0.008,1.7658333333333334,awayProfit,-0.0028,minute =,16
"['130124', 'Betis v Granada']",Home lay placed at ,1.9806666666666666,Away back placed at ,4.9206666666666665,minute ,20.0
"['130124', 'Betis v Granada']",Exit position at minute 24.0 at level odds 2.0 - profit =,0.0097,1.9806666666666666,awayProfit,-0.013425,minute =,20
"['140124', 'Fiorentina v Udinese']",Home lay placed at ,1.8238333333333334,Away back placed at ,5.617,minute ,8.0
"['140124', 'Fiorentina v Udinese']",Exit position at minute 13.0 on away goal at odds 3.25 - profit =,0.4388,1.8238333333333334,awayProfit,0.3117,minute =,8
Odds spread: ,"['140124', 'Fiorentina v Udinese']",2.5,2.54
"['161223', 'Bolton v Bristol Rovers']",Home lay placed at ,1.8361666666666667,Away back placed at ,4.121,minute ,10.0
"['161223', 'Bolton v Bristol Rovers']",Exit position at minute 14.0 on away goal at odds 2.7 - profit =,0.3199,1.8361666666666667,awayProfit,0.131575,minute =,10
Odds spread: ,"['161223', 'Bolton v Bristol Rovers']",2.7,2.74
"['161223', 'Plymouth v Rotherham']",Home lay placed at ,1.8145,Away back placed at ,4.59,minute ,6.0
"['161223', 'Plymouth v Rotherham']",Exit position at minute 15.0 at level odds 1.74 - profit =,-0.0428,1.8145,awayProfit,0.747825,minute =,6
"['170224', 'Bolton v Charlton']",Home lay placed at ,1.94,Away back placed at ,4.178333333333334,minute ,8.0
"['170224', 'Bolton v Charlton']",Exit position at minute 21.0 at level odds 1.36 - profit =,-0.4265,1.94,awayProfit,-0.14555,minute =,8
"['170224', 'Cheltenham v Port Vale']",Home lay placed at ,2.0015,Away back placed at ,4.326666666666667,minute ,6.0
"['170224', 'Cheltenham v Port Vale']",Exit position at minute 15.0 at level odds 2.0 - profit =,-0.0008,2.0015,awayProfit,-0.01485,minute =,6
"['170224', 'Hearts v Motherwell']",Home lay placed at ,1.7876666666666667,Away back placed at ,5.406666666666667,minute ,8.0
"['170224', 'Hearts v Motherwell']",Exit position at minute 15.0 at level odds 1.8 - profit =,0.0069,1.7876666666666667,awayProfit,0.0003,minute =,8
"['170224', 'Hoffenheim v Union Berlin']",Home lay placed at ,2.01,Away back placed at ,4.031666666666666,minute ,6.0
"['170224', 'Hoffenheim v Union Berlin']",Exit position at minute 15.0 at level odds 2.04 - profit =,0.0147,2.01,awayProfit,-0.004175,minute =,6
"['170224', 'Schalke 04 v Wehen Wiesbaden']",Home lay placed at ,1.8605,Away back placed at ,4.73,minute ,6.0
"['170224', 'Schalke 04 v Wehen Wiesbaden']",Exit position at minute 31.0 at level odds 2.16 - profit =,0.1387,1.8605,awayProfit,0.01875,minute =,6
"['170224', 'Tottenham v Wolves']",Home lay placed at ,1.6035000000000001,Away back placed at ,5.595,minute ,10.0
"['170224', 'Tottenham v Wolves']",Exit position at minute 17.0 at level odds 1.65 - profit =,0.0282,1.6035000000000001,awayProfit,0.013925,minute =,10
"['190823', 'Bolton v Wigan']",Home lay placed at ,1.9586666666666666,Away back placed at ,4.416666666666667,minute ,10.0
"['190823', 'Bolton v Wigan']",Exit position at minute 15.0 on away goal at odds 3.5 - profit =,0.4404,1.9586666666666666,awayProfit,0.2519,minute =,10
Odds spread: ,"['190823', 'Bolton v Wigan']",2.2,2.26
"['190823', 'Leicester v Cardiff']",Home lay placed at ,1.551,Away back placed at ,6.953333333333333,minute ,6.0
"['190823', 'Leicester v Cardiff']",Exit position at minute 15.0 at level odds 1.59 - profit =,0.0245,1.551,awayProfit,0.013375,minute =,6
"['191223', 'Napoli v Frosinone']",Home lay placed at ,1.539,Away back placed at ,7.400166666666667,minute ,6.0
"['191223', 'Napoli v Frosinone']",Exit position at minute 23.0 at level odds 1.65 - profit =,0.0673,1.539,awayProfit,0.00695,minute =,6
"['200124', 'Blackburn v Huddersfield']",Home lay placed at ,1.9055,Away back placed at ,4.415000000000001,minute ,6.0
"['200124', 'Blackburn v Huddersfield']",Exit position at minute 15.0 at level odds 1.36 - profit =,-0.4011,1.9055,awayProfit,-0.144875,minute =,6
"['200823', 'Roma v Salernitana']",Home lay placed at ,1.6513333333333333,Away back placed at ,7.26,minute ,6.0
"['200823', 'Roma v Salernitana']",Exit position at minute 16.0 at level odds 1.66 - profit =,0.0052,1.6513333333333333,awayProfit,-0.011175,minute =,6
"['201223', 'Eintracht Frankfurt v Mgladbach']",Home lay placed at ,1.879,Away back placed at ,4.411666666666667,minute ,6.0
"['201223', 'Eintracht Frankfurt v Mgladbach']",Exit position at minute 15.0 at level odds 1.89 - profit =,0.0058,1.879,awayProfit,-0.010225,minute =,6
"['211023', 'Freiburg v Bochum']",Home lay placed at ,1.9004999999999999,Away back placed at ,4.680000000000001,minute ,10.0
"['211023', 'Freiburg v Bochum']",Exit position at minute 18.0 on away goal at odds 3.25 - profit =,0.4152,1.9004999999999999,awayProfit,0.2543,minute =,10
Odds spread: ,"['211023', 'Freiburg v Bochum']",2.32,2.36
"['211023', 'Peterborough v Wycombe']",Home lay placed at ,1.9196666666666666,Away back placed at ,4.19,minute ,6.0
"['211023', 'Peterborough v Wycombe']",Exit position at minute 15.0 at level odds 1.94 - profit =,0.0105,1.9196666666666666,awayProfit,-0.0064,minute =,6
"['240224', 'Bristol Rovers v Carlisle']",Home lay placed at ,1.8513333333333335,Away back placed at ,4.961666666666667,minute ,6.0
"['240224', 'Bristol Rovers v Carlisle']",Exit position at minute 18.0 on away goal at odds 3.75 - profit =,0.5063,1.8513333333333335,awayProfit,0.319,minute =,6
Odds spread: ,"['240224', 'Bristol Rovers v Carlisle']",2.18,2.24
"['240224', 'Man Utd v Fulham']",Home lay placed at ,1.8403333333333334,Away back placed at ,4.693333333333333,minute ,12.0
"['240224', 'Man Utd v Fulham']",Exit position at minute 36.0 at level odds 2.2 - profit =,0.1635,1.8403333333333334,awayProfit,0.036175,minute =,12
"['240224', 'Middlesbrough v Plymouth']",Home lay placed at ,1.5321666666666667,Away back placed at ,6.48,minute ,6.0
"['240224', 'Middlesbrough v Plymouth']",Exit position at minute 10.0 on away goal at odds 2.26 - profit =,0.3221,1.5321666666666667,awayProfit,0.264275,minute =,6
Odds spread: ,"['240224', 'Middlesbrough v Plymouth']",3.15,3.2
"['240224', 'QPR v Rotherham']",Home lay placed at ,1.7396666666666667,Away back placed at ,6.026666666666667,minute ,6.0
"['240224', 'QPR v Rotherham']",Exit position at minute 10.0 on away goal at odds 3.0 - profit =,0.4201,1.7396666666666667,awayProfit,0.325075,minute =,6
Odds spread: ,"['240224', 'QPR v Rotherham']",2.62,2.66
"['250224', 'FC Cincinnati v Toronto FC']",Home lay placed at ,1.8618333333333335,Away back placed at ,5.038833333333334,minute ,20.0
"['250224', 'FC Cincinnati v Toronto FC']",Exit position at minute 24.0 at level odds 2.04 - profit =,0.0873,1.8618333333333335,awayProfit,0.0363,minute =,20
"['251023', 'Newcastle v Dortmund']",Home lay placed at ,1.7116666666666667,Away back placed at ,5.064166666666667,minute ,12.0
"['251023', 'Newcastle v Dortmund']",Exit position at minute 28.0 at level odds 1.91 - profit =,0.1038,1.7116666666666667,awayProfit,0.037725,minute =,12
"['260823', 'Hibernian v Livingston']",Home lay placed at ,1.9128333333333332,Away back placed at ,4.59,minute ,6.0
"['260823', 'Hibernian v Livingston']",Exit position at minute 11.0 on away goal at odds 3.45 - profit =,0.4456,1.9128333333333332,awayProfit,0.248925,minute =,6
Odds spread: ,"['260823', 'Hibernian v Livingston']",2.3,2.32
"['261123', 'Hoffenheim v Mainz']",Home lay placed at ,1.9655,Away back placed at ,3.9788333333333337,minute ,6.0
"['261123', 'Hoffenheim v Mainz']",Exit position at minute 17.0 at level odds 2.08 - profit =,0.055,1.9655,awayProfit,0.001825,minute =,6
"['270124', 'Barnsley v Exeter']",Home lay placed at ,1.7811666666666668,Away back placed at ,5.206666666666667,minute ,8.0
"['270124', 'Barnsley v Exeter']",Exit position at minute 20.0 on away goal at odds 3.15 - profit =,0.4346,1.7811666666666668,awayProfit,0.296925,minute =,8
Odds spread: ,"['270124', 'Barnsley v Exeter']",2.38,2.44
"['270124', 'Derby v Cheltenham']",Home lay placed at ,1.6803333333333332,Away back placed at ,5.470000000000001,minute ,12.0
"['270124', 'Derby v Cheltenham']",Exit position at minute 16.0 at level odds 1.7 - profit =,0.0116,1.6803333333333332,awayProfit,0.00325,minute =,12
"['270124', 'Everton v Luton']",Home lay placed at ,1.6878333333333333,Away back placed at ,5.59,minute ,6.0
"['270124', 'Everton v Luton']",Exit position at minute 15.0 at level odds 1.66 - profit =,-0.0168,1.6878333333333333,awayProfit,-0.013125,minute =,6
"['270124', 'Leicester v Birmingham']",Home lay placed at ,1.9989999999999999,Away back placed at ,4.48,minute ,20.0
"['270124', 'Leicester v Birmingham']",Exit position at minute 24.0 at level odds 2.06 - profit =,0.0296,1.9989999999999999,awayProfit,0.00455,minute =,20
"['270124', 'Wolfsburg v FC Koln']",Home lay placed at ,1.8025,Away back placed at ,5.2,minute ,6.0
"['270124', 'Wolfsburg v FC Koln']",Exit position at minute 16.0 at level odds 1.77 - profit =,-0.0184,1.8025,awayProfit,-0.01785,minute =,6
"['270124', 'Wycombe v Fleetwood Town']",Home lay placed at ,1.7633333333333334,Away back placed at ,5.1000000000000005,minute ,8.0
"['270124', 'Wycombe v Fleetwood Town']",Exit position at minute 15.0 on away goal at odds 3.3 - profit =,0.4657,1.7633333333333334,awayProfit,0.30435,minute =,8
Odds spread: ,"['270124', 'Wycombe v Fleetwood Town']",2.3,2.4
"['270224', 'Bournemouth v Leicester']",Home lay placed at ,1.612,Away back placed at ,5.970833333333333,minute ,6.0
"['270224', 'Bournemouth v Leicester']",Exit position at minute 15.0 at level odds 1.59 - profit =,-0.0138,1.612,awayProfit,-0.00925,minute =,6
"['270823', 'Juventus v Bologna']",Home lay placed at ,1.9913333333333334,Away back placed at ,5.013333333333334,minute ,20.0
"['270823', 'Juventus v Bologna']",Exit position at minute 27.0 on away goal at odds 3.55 - profit =,0.4391,1.9913333333333334,awayProfit,0.285625,minute =,20
Odds spread: ,"['270823', 'Juventus v Bologna']",2.34,2.4
"['270823', 'St Pauli v FC Magdeburg']",Home lay placed at ,1.9766666666666666,Away back placed at ,3.921666666666667,minute ,6.0
"['270823', 'St Pauli v FC Magdeburg']",Exit position at minute 15.0 at level odds 2.02 - profit =,0.0215,1.9766666666666666,awayProfit,-0.0049,minute =,6
"['270823', 'Valencia v Osasuna']",Home lay placed at ,1.9453333333333334,Away back placed at ,5.508333333333334,minute ,6.0
"['270823', 'Valencia v Osasuna']",Exit position at minute 15.0 at level odds 1.95 - profit =,0.0024,1.9453333333333334,awayProfit,-0.012575,minute =,6
"['281123', 'Barnsley v Wycombe']",Home lay placed at ,1.9358333333333333,Away back placed at ,4.53,minute ,8.0
"['281123', 'Barnsley v Wycombe']",Exit position at minute 15.0 at level odds 1.97 - profit =,0.0173,1.9358333333333333,awayProfit,-0.0038,minute =,8
"['281123', 'Charlton v Cheltenham']",Home lay placed at ,1.6608333333333332,Away back placed at ,5.305000000000001,minute ,6.0
"['281123', 'Charlton v Cheltenham']",Exit position at minute 13.0 on away goal at odds 2.5 - profit =,0.3357,1.6608333333333332,awayProfit,0.22365,minute =,6
Odds spread: ,"['281123', 'Charlton v Cheltenham']",2.8,2.86
"['290823', 'Wycombe v Sutton Utd']",Home lay placed at ,1.8941666666666666,Away back placed at ,4.568333333333333,minute ,6.0
"['290823', 'Wycombe v Sutton Utd']",Exit position at minute 15.0 at level odds 1.9 - profit =,0.0031,1.8941666666666666,awayProfit,-0.014525,minute =,6
"['291223', 'Ipswich v QPR']",Home lay placed at ,1.7163333333333333,Away back placed at ,5.836666666666667,minute ,6.0
"['291223', 'Ipswich v QPR']",Exit position at minute 15.0 at level odds 1.78 - profit =,0.0358,1.7163333333333333,awayProfit,0.010575,minute =,6
"['300124', 'Aston Villa v Newcastle']",Home lay placed at ,2.0095,Away back placed at ,3.8841666666666668,minute ,12.0
"['300124', 'Aston Villa v Newcastle']",Exit position at minute 24.0 at level odds 2.18 - profit =,0.0782,2.0095,awayProfit,0.01605,minute =,12
"['300124', 'Coventry v Bristol City']",Home lay placed at ,1.9131666666666667,Away back placed at ,4.79,minute ,6.0
"['300124', 'Coventry v Bristol City']",Exit position at minute 15.0 at level odds 2.0 - profit =,0.0434,1.9131666666666667,awayProfit,0.010325,minute =,6
"['300124', 'Morocco v South Africa']",Home lay placed at ,1.5875000000000001,Away back placed at ,8.768833333333333,minute ,6.0
"['300124', 'Morocco v South Africa']",Exit position at minute 15.0 at level odds 1.6 - profit =,0.0078,1.5875000000000001,awayProfit,-0.016775,minute =,6
"['300124', 'St Pauli v Fortuna Dusseldorf']",Home lay placed at ,1.9606666666666666,Away back placed at ,4.608666666666667,minute ,20.0
"['300124', 'St Pauli v Fortuna Dusseldorf']",Exit position at minute 25.0 at level odds 1.98 - profit =,0.0098,1.9606666666666666,awayProfit,-0.00485,minute =,20
"['300823', 'Inter Miami CF v Nashville SC']",Home lay placed at ,1.5971666666666668,Away back placed at ,6.210000000000001,minute ,10.0
"['300823', 'Inter Miami CF v Nashville SC']",Exit position at minute 20.0 at level odds 1.63 - profit =,0.0201,1.5971666666666668,awayProfit,-0.007425,minute =,10
"['301123', 'Eintracht Frankfurt v PAOK']",Home lay placed at ,1.5755000000000001,Away back placed at ,6.99,minute ,6.0
"['301123', 'Eintracht Frankfurt v PAOK']",Exit position at minute 15.0 at level odds 1.59 - profit =,0.0091,1.5755000000000001,awayProfit,-0.0073,minute =,6


"['020923', 'Chelsea v Nottm Forest']",Home lay placed at ,1.4666666666666666,Away back placed at ,9.423333333333334,minute ,10.0
"['020923', 'Chelsea v Nottm Forest']",Exit position at minute 15.0 at level odds 1.46 - profit =,-0.0046,1.4666666666666666,awayProfit,-0.0046,minute =,10
"['030923', 'Malmo FF v IFK Goteborg']",Home lay placed at ,1.4763333333333333,Away back placed at ,8.218333333333334,minute ,8.0
"['030923', 'Malmo FF v IFK Goteborg']",Exit position at minute 13.0 on away goal at odds 2.26 - profit =,0.3468,1.4763333333333333,awayProfit,0.3543,minute =,8
Odds spread: ,"['030923', 'Malmo FF v IFK Goteborg']",3.4,3.55
"['030923', 'Silkeborg v Hvidovre']",Home lay placed at ,1.47,Away back placed at ,7.79,minute ,12.0
"['030923', 'Silkeborg v Hvidovre']",Exit position at minute 16.0 at level odds 1.47 - profit =,0.0,1.47,awayProfit,-0.000325,minute =,12
"['100224', 'Derby v Shrewsbury']",Home lay placed at ,1.5035,Away back placed at ,7.493333333333333,minute ,6.0
"['100224', 'Derby v Shrewsbury']",Exit position at minute 15.0 at level odds 1.61 - profit =,0.0661,1.5035,awayProfit,0.010175,minute =,6
"['100224', 'Man City v Everton']",Home lay placed at ,1.2813333333333334,Away back placed at ,14.956666666666667,minute ,8.0
"['100224', 'Man City v Everton']",Exit position at minute 15.0 at level odds 1.33 - profit =,0.0366,1.2813333333333334,awayProfit,0.049125,minute =,8
"['100224', 'Southampton v Huddersfield']",Home lay placed at ,1.2936666666666667,Away back placed at ,13.215,minute ,6.0
"['100224', 'Southampton v Huddersfield']",Exit position at minute 15.0 at level odds 1.37 - profit =,0.0557,1.2936666666666667,awayProfit,0.087125,minute =,6
"['130124', 'Napoli v Salernitana']",Home lay placed at ,1.4446666666666665,Away back placed at ,10.606666666666667,minute ,20.0
"['130124', 'Napoli v Salernitana']",Exit position at minute 25.0 at level odds 1.41 - profit =,-0.0246,1.4446666666666665,awayProfit,-0.037875,minute =,20
"['161223', 'Celtic v Hearts']",Home lay placed at ,1.25,Away back placed at ,14.548333333333334,minute ,8.0
"['161223', 'Celtic v Hearts']",Exit position at minute 15.0 at level odds 1.35 - profit =,0.0741,1.25,awayProfit,0.3183,minute =,8
"['170224', 'Man City v Chelsea']",Home lay placed at ,1.3641666666666667,Away back placed at ,9.7635,minute ,8.0
"['170224', 'Man City v Chelsea']",Exit position at minute 15.0 at level odds 1.33 - profit =,-0.0257,1.3641666666666667,awayProfit,-0.0059,minute =,8
"['171223', 'Liverpool v Man Utd']",Home lay placed at ,1.4208333333333332,Away back placed at ,8.324166666666667,minute ,12.0
"['171223', 'Liverpool v Man Utd']",Exit position at minute 18.0 at level odds 1.4 - profit =,-0.0149,1.4208333333333332,awayProfit,-0.018775,minute =,12
"['190823', 'Portsmouth v Cheltenham']",Home lay placed at ,1.47,Away back placed at ,8.790000000000001,minute ,6.0
"['190823', 'Portsmouth v Cheltenham']",Exit position at minute 19.0 at level odds 1.59 - profit =,0.0755,1.47,awayProfit,0.12245,minute =,6
"['200124', 'Middlesbrough v Rotherham']",Home lay placed at ,1.3673333333333335,Away back placed at ,10.99,minute ,8.0
"['200124', 'Middlesbrough v Rotherham']",Exit position at minute 15.0 at level odds 1.39 - profit =,0.0163,1.3673333333333335,awayProfit,0.011675,minute =,8
"['210124', 'Bayern Munich v Werder Bremen']",Home lay placed at ,1.1783333333333332,Away back placed at ,20.99,minute ,6.0
"['210124', 'Bayern Munich v Werder Bremen']",Exit position at minute 15.0 at level odds 1.19 - profit =,0.0098,1.1783333333333332,awayProfit,0.012375,minute =,6
"['210124', 'Real Madrid v Almeria']",Home lay placed at ,1.3256666666666668,Away back placed at ,11.110833333333334,minute ,10.0
"['210124', 'Real Madrid v Almeria']",Exit position at minute 15.0 at level odds 1.43 - profit =,0.073,1.3256666666666668,awayProfit,0.073,minute =,10
"['211023', 'Portsmouth v Carlisle']",Home lay placed at ,1.51,Away back placed at ,7.58,minute ,8.0
"['211023', 'Portsmouth v Carlisle']",Exit position at minute 15.0 at level odds 1.52 - profit =,0.0066,1.51,awayProfit,0.0132,minute =,8
"['231023', 'Fiorentina v Empoli']",Home lay placed at ,1.5093333333333334,Away back placed at ,8.731666666666667,minute ,12.0
"['231023', 'Fiorentina v Empoli']",Exit position at minute 16.0 at level odds 1.49 - profit =,-0.013,1.5093333333333334,awayProfit,-0.00745,minute =,12
"['260823', 'Southampton v QPR']",Home lay placed at ,1.4193333333333333,Away back placed at ,8.573333333333334,minute ,16.0
"['260823', 'Southampton v QPR']",Exit position at minute 20.0 at level odds 1.43 - profit =,0.0075,1.4193333333333333,awayProfit,-0.00645,minute =,16
"['270124', 'Juventus v Empoli']",Home lay placed at ,1.3401666666666667,Away back placed at ,16.113666666666663,minute ,16.0
"['270124', 'Juventus v Empoli']",Exit position at minute 20.0 on away goal at odds 2.24 - profit =,0.4017,1.3401666666666667,awayProfit,0.70915,minute =,16
Odds spread: ,"['270124', 'Juventus v Empoli']",4.2,4.3
"['300823', 'Sheff Utd v Lincoln']",Home lay placed at ,1.4921666666666666,Away back placed at ,8.371666666666666,minute ,16.0
"['300823', 'Sheff Utd v Lincoln']",Exit position at minute 20.0 at level odds 1.48 - profit =,-0.0082,1.4921666666666666,awayProfit,0.040675,minute =,16
"['301223', 'Atalanta v Lecce']",Home lay placed at ,1.4236666666666666,Away back placed at ,9.858333333333334,minute ,6.0
"['301223', 'Atalanta v Lecce']",Exit position at minute 15.0 at level odds 1.44 - profit =,0.0113,1.4236666666666666,awayProfit,-0.00355,minute =,6


"['010124', 'Bristol City v Millwall']",Home lay placed at ,2.396833333333333,Away back placed at ,3.64,minute ,8.0
"['010124', 'Bristol City v Millwall']",Exit position at minute 15.0 at level odds 2.36 - profit =,-0.0156,2.396833333333333,awayProfit,-0.019625,minute =,8
"['020923', 'Augsburg v Bochum']",Home lay placed at ,2.337333333333333,Away back placed at ,3.2225,minute ,8.0
"['020923', 'Augsburg v Bochum']",Exit position at minute 15.0 at level odds 2.4 - profit =,0.0261,2.337333333333333,awayProfit,-0.002125,minute =,8
